1, 8, 1, 2
2, 8, 3, 5
3, 8, 5, 6
4, 8, 7, 9
5, 8, 9, 10
6, 8, 11, 11
7, 8, 13, 12
8, 16, 15, 15
9, 16, 17, 16
10, 16, 19, 17
11, 16, 21, 18
12, 16, 23, 19
13, 16, 25, 20
14, 16, 27, 21
15, 16, 29, 22
16, 24, 31, 25
17, 24, 33, 26
18, 24, 35, 27
19, 24, 37, 28
20, 24, 39, 29
21, 24, 41, 30
22, 24, 43, 31
23, 24, 45, 32
24, 24, 47, 33
25, 24, 49, 34
26, 24, 51, 35
27, 24, 53, 36
28, 24, 55, 37
29, 24, 57, 38
30, 24, 59, 39
31, 24, 61, 40
32, 32, 63, 43
